SN,YEAR,QTR,MONTH,PROJECT_CODE,PROJECT_NAME,ACCOUNT_NAME,PRACTICE_AREA,BU,B_ TYPE,REGION_COUNTRY,ENTITY_INDIA_US,TOTAL_RESOURCES,TOTAL_REVENUE,TOTAL_DIRECT_COST,NET_MARGIN,EBIDTA
1686,2024-25,Q1,12/02/28,SS400312,Software Service -PMB-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.00,8.73,3.76,4.97,4.97
1687,2024-25,Q1,12/03/28,SS400322,Software Services-PMB (BKC)-New Batch ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,78.06,94.31,33.68,60.63,60.63
1688,2024-25,Q1,12/04/28,SS400325,Software Services-PMB DWH PM Office,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,4.03,2.48,1.54,1.54
1689,2024-25,Q1,12/05/28,RP100009,RPA - LIB-Automation Licence,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,,0.19,-0.19,-0.19
1690,2024-25,Q1,12/06/28,RP300009,RPA - Automation (24 Process ) - PMB,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,2.00,2.50,1.32,1.18,1.18
1691,2024-25,Q1,12/07/28,RP300013,RPA - Automation -LIB,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,10.70,,11.05,-11.05,-11.05
1692,2024-25,Q1,12/08/28,RP400001,RPA - PMB - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,2.00,3.58,0.91,2.67,2.67
1693,2024-25,Q1,12/09/28,RP400011,RPA - LIB -T&M,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,5.00,4.25,2.25,2.00,2.00
1694,2024-25,Q1,12/10/28,SS300262,Software Service - PMB- Document Management System,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.60,-0.60,-0.60
1695,2024-25,Q1,12/11/28,SS300271,Software Service - PMB - PPMS,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.40,,0.40,0.40
1696,2024-25,Q1,12/12/28,SS300283,Software Services - PMB - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.10,2.00,1.23,0.77,0.77
1697,2024-25,Q1,12/13/28,SS300305,Software Service -PMB-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,4.43,-4.43,-4.43
1698,2024-25,Q1,12/14/28,SS300314,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,1.28,-1.28,-1.28
1699,2024-25,Q1,12/15/28,AN400014,Analytics- LIB Application Dev.,LIB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,6.00,1.46,3.27,-1.81,-1.81
1700,2024-25,Q1,12/16/28,SP100152,Software Products- PMB-Client Profiling,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,65.00,52.00,13.00,13.00
1701,2024-25,Q1,12/17/28,SS400305,Software Service -PMB-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,2.02,1.13,0.89,0.89
1702,2024-25,Q1,12/18/28,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,1.00,1.44,0.49,0.95,0.95
1703,2024-25,Q1,12/19/28,CC400044,Customer Care Services - Regulatory Function  -PMB,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,7.00,12.42,2.82,9.60,9.60
1704,2024-25,Q1,12/20/28,SS300342,Software Service-PMB DevOps_McKiPMBy Squad /Trading ADM ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.00,1.45,6.26,-4.81,-4.81
1705,2024-25,Q1,12/21/28,SS300345,Software Service - LIB Microservice Arch.Asst.,LIB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,3.00,,5.95,-5.95,-5.95
1706,2024-25,Q1,12/22/28,IM300052,IMS - PMB - Stratus MMC Services,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,144.82,146.58,-1.76,-1.76
1707,2024-25,Q1,12/23/28,IM300091,IMS- PMB- Co-Location Project,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,63.50,218.44,33.40,185.03,185.03
1708,2024-25,Q1,12/24/28,IM400212,IMS-PMB-BCP,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,80.00,123.66,65.35,58.31,58.31
1709,2024-25,Q1,12/25/28,IM400216,IMS-PMB-Incident Manager,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,3.00,6.78,5.09,1.69,1.69
1710,2024-25,Q1,12/26/28,IM400218,IMS-PMB-Project Management (PMO),PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,3.60,1.52,2.07,2.07
1711,2024-25,Q1,12/27/28,IM400223,IMS-PMB -Trading OFS Team,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,12.93,19.50,9.20,10.30,10.30
1712,2024-25,Q1,12/28/28,IM400224,IMS-PMB_Infra & OA Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,4.00,10.62,5.79,4.82,4.82
1713,2024-25,Q1,12/29/28,IM400225,IMS-PMB- BCP_Chennai,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,14.19,26.57,7.70,18.87,18.87
1714,2024-25,Q1,12/30/28,IM400226,IMS - PMB - Stratus T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,12.00,12.67,13.62,-0.95,-0.95
1715,2024-25,Q1,12/31/28,IC400001,ICS - PMB (BKC) - New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,22.83,25.63,7.18,18.45,18.45
1716,2024-25,Q1,01/01/29,IC400002,ICS - PMB BCP (Chennai)-New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,47.43,60.88,16.09,44.78,44.78
1717,2024-25,Q1,01/02/29,IC400004,ICS - PMB Extranet Revamp,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,1.00,1.76,0.31,1.45,1.45
1718,2024-25,Q1,01/03/29,IC400006,ICS - PMB NDAL Operation,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,3.00,8.12,2.93,5.20,5.20
1719,2024-25,Q1,01/04/29,IS400003,ISRC - PMB,PMB,ISRC,Digital,Project,IND,PMBIT-IND-SA,,48.26,33.66,14.60,14.60
1720,2024-25,Q1,01/05/29,SS400224,Software Services - PMB Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,41.09,22.48,38.67,-16.19,-16.19
1721,2024-25,Q1,01/06/29,SS400250,Software Services - PMB -Trading Test Environment Management,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,12.00,26.47,8.72,17.75,17.75
1722,2024-25,Q1,01/07/29,SS400283,Software Service - PMB-PSM & Epsilon,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,20.17,39.64,22.47,17.17,17.17
1723,2024-25,Q1,01/08/29,CC400050,Customer Care Services - PMB-DC,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,9.70,2.44,3.10,-0.66,-0.66
1724,2024-25,Q1,01/09/29,CC400051,Customer Care Services - PMB -Helpdesk Operation Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,81.30,56.51,35.57,20.94,20.94
1725,2024-25,Q1,01/10/29,CC400052,Customer Care Services - PMB -CCS_Mutual Fund,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,-3.55,,-3.55,-3.55
1726,2024-25,Q1,01/11/29,ST400179,Software Testing-LIB-T&M,LIB,PSG-Non PMB,Digital,Project,IND,PMBIT-IND-SA,95.10,37.25,52.35,-15.10,-15.10
1727,2024-25,Q1,01/12/29,SS400332,Software Services-PMB -Algo Trading MLOps,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,2.47,0.39,2.07,2.07
1728,2024-25,Q1,01/13/29,SS400336,Software Services-PMB -ExtraNet T&M,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.00,6.74,5.63,1.12,1.12
1729,2024-25,Q1,01/14/29,SS400337,Software Service - PMB-PSM_Managed T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,7.00,15.52,6.23,9.28,9.28
1730,2024-25,Q1,01/15/29,SS400339,Software Service - PMB-Enterprise Applications support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,30.33,43.62,23.24,20.38,20.38
1731,2024-25,Q1,01/16/29,SS400340,Software Service - PMB- Contract Generation AMC Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,8.00,16.74,9.58,7.16,7.16
1732,2024-25,Q1,01/17/29,SS400342,Software Service -PMB -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,15.00,46.25,23.02,23.23,23.23
1733,2024-25,Q1,01/18/29,SS400345,Software Service-PMB-Volume Gen. Onsite Support,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,1.93,2.29,1.61,0.68,0.68
1734,2024-25,Q1,01/19/29,SS400347,Software Service-PMB Indices -Website Mtns & Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.80,4.57,4.93,-0.36,-0.36
1735,2024-25,Q1,01/20/29,SS400349,Software Service - PMB - PPMS T&M,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,1.17,,1.17,1.17
1736,2024-25,Q1,01/21/29,SS400350,Software Service - PMB- Document Management System T&M,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,1.00,,1.00,1.00
1737,2024-25,Q1,01/22/29,SS400354,Software Service-PMB-Log Aggregator & Security Ana.Platform,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,2.00,3.71,1.21,2.50,2.50
1738,2024-25,Q1,01/23/29,SS400355,Software Service-PMB-Central Devops,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.00,8.71,5.04,3.67,3.67
1739,2024-25,Q1,01/24/29,SS400046,Software Services - T&M - PMB - Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,169.80,305.84,167.53,138.32,138.32
1740,2024-25,Q1,01/25/29,SS400249,Software Services - PMB IFSC Gift City Trading Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,51.96,92.64,51.58,41.05,41.05
1741,2024-25,Q1,01/26/29,SS400303,Software Service -PMB-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,2.00,4.04,1.94,2.10,2.10
1742,2024-25,Q1,01/27/29,ST400176,Software Testing - T&M - PMB - BAT,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,5.00,4.20,3.68,0.51,0.51
1743,2024-25,Q1,01/28/29,ST400204,Software Testing- PMB -Web Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,4.00,7.75,2.03,5.72,5.72
1744,2024-25,Q1,01/29/29,ST400211,Software Testing-PMB -MF Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,3.15,1.34,1.81,1.81
1745,2024-25,Q2,01/30/29,SS500102,Software Service - PMB - CTCL-CRM Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,10.00,-38.14,7.49,-45.62,-45.62
1746,2024-25,Q2,01/31/29,SS500103,Software Service - PMB XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.00,3.16,1.94,1.21,1.21
1747,2024-25,Q2,02/01/29,SS500104,Software Service-PMB-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.04,2.33,2.02,0.31,0.31
1748,2024-25,Q2,02/02/29,SS500105,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,1.25,,1.25,1.25
1749,2024-25,Q2,02/03/29,SS500113,Software Service-PMB_IFSC-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.84,1.56,1.22,0.34,0.34
1750,2024-25,Q2,02/04/29,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,3.47,1.94,1.53,1.53
1751,2024-25,Q2,02/05/29,SS400294,Software Service -PMB-IFSC-Website Dev & Mtns,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,5.00,-20.86,5.56,-26.42,-26.42
1752,2024-25,Q2,02/06/29,SS400306,Software Service -PMB-Website,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,37.59,72.72,46.55,26.17,26.17
1753,2024-25,Q2,02/07/29,SS400308,Software Service -PMB-Data Scientist (Surveillance) ,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,,0.36,-0.36,-0.36
1754,2024-25,Q2,02/08/29,SS400312,Software Service -PMB-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.00,6.69,4.13,2.56,2.56
1755,2024-25,Q2,02/09/29,SS400322,Software Services-PMB (BKC)-New Batch ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,75.84,-57.97,34.30,-92.27,-92.27
1756,2024-25,Q2,02/10/29,SS400325,Software Services-PMB DWH PM Office,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,3.39,2.80,0.59,0.59
1757,2024-25,Q2,02/11/29,RP100001,RPA - PMB - Robotic Automation,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,28.00,23.62,4.38,4.38
1758,2024-25,Q2,02/12/29,RP100009,RPA - LIB-Automation Licence,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,42.57,36.28,6.29,6.29
1759,2024-25,Q2,02/13/29,RP300009,RPA - Automation (24 Process ) - PMB,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,2.00,2.50,1.40,1.10,1.10
1760,2024-25,Q2,02/14/29,RP300013,RPA - Automation -LIB,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,9.59,,9.33,-9.33,-9.33
1761,2024-25,Q2,02/15/29,RP400001,RPA - PMB - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,3.38,,3.38,3.38
1762,2024-25,Q2,02/16/29,RP400011,RPA - LIB -T&M,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,5.00,4.25,2.12,2.13,2.13
1763,2024-25,Q2,02/17/29,SS300262,Software Service - PMB- Document Management System,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.60,-0.60,-0.60
1764,2024-25,Q2,02/18/29,SS300271,Software Service - PMB - PPMS,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.40,,0.40,0.40
1765,2024-25,Q2,02/19/29,SS300283,Software Services - PMB - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.58,3.08,0.94,2.14,2.14
1766,2024-25,Q2,02/20/29,SS300305,Software Service -PMB-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.60,-0.60,-0.60
1767,2024-25,Q2,02/21/29,SS300314,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,1.13,-1.13,-1.13
1768,2024-25,Q2,02/22/29,AN300014,Analytics- LIB Insightomatic,LIB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,9.00,5.40,3.60,3.60
1769,2024-25,Q2,02/23/29,AN400014,Analytics- LIB Application Dev.,LIB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,6.00,6.83,3.65,3.19,3.19
1770,2024-25,Q2,02/24/29,SS400305,Software Service -PMB-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,2.08,1.26,0.82,0.82
1771,2024-25,Q2,02/25/29,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,1.00,2.31,0.51,1.80,1.80
1772,2024-25,Q2,02/26/29,CC400044,Customer Care Services - Regulatory Function  -PMB,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,7.00,4.31,3.01,1.30,1.30
1773,2024-25,Q2,02/27/29,SS300342,Software Service-PMB DevOps_McKiPMBy Squad /Trading ADM ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.00,,6.84,-6.84,-6.84
1774,2024-25,Q2,02/28/29,SS300345,Software Service - LIB Microservice Arch.Asst.,LIB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,0.65,,1.10,-1.10,-1.10
1775,2024-25,Q2,03/01/29,IM300052,IMS - PMB - Stratus MMC Services,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,,109.31,73.34,35.97,35.97
1776,2024-25,Q2,03/02/29,IM300091,IMS- PMB- Co-Location Project,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,63.30,211.21,32.04,179.17,179.17
1777,2024-25,Q2,03/03/29,IM400212,IMS-PMB-BCP,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,81.00,142.99,63.68,79.32,79.32
1778,2024-25,Q2,03/04/29,IM400216,IMS-PMB-Incident Manager,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,3.00,7.59,5.51,2.08,2.08
1779,2024-25,Q2,03/05/29,IM400218,IMS-PMB-Project Management (PMO),PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,2.00,3.60,1.71,1.89,1.89
1780,2024-25,Q2,03/06/29,IM400223,IMS-PMB -Trading OFS Team,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,14.00,32.30,10.49,21.82,21.82
1781,2024-25,Q2,03/07/29,IM400224,IMS-PMB_Infra & OA Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,4.00,9.58,6.24,3.34,3.34
1782,2024-25,Q2,03/08/29,IM400225,IMS-PMB- BCP_Chennai,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,14.97,57.64,7.65,49.99,49.99
1783,2024-25,Q2,03/09/29,IM400226,IMS - PMB - Stratus T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,12.00,25.08,12.87,12.21,12.21
1784,2024-25,Q2,03/10/29,IC400001,ICS - PMB (BKC) - New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,20.77,19.32,7.39,11.93,11.93
1785,2024-25,Q2,03/11/29,IC400002,ICS - PMB BCP (Chennai)-New Batch,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,45.84,55.48,14.52,40.95,40.95
1786,2024-25,Q2,03/12/29,IC400004,ICS - PMB Extranet Revamp,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,1.00,-4.57,0.35,-4.92,-4.92
1787,2024-25,Q2,03/13/29,IC400006,ICS - PMB NDAL Operation,PMB,ICS,Digital,Project,IND,PMBIT-IND-SA,3.00,4.06,3.03,1.03,1.03
1788,2024-25,Q2,03/14/29,IS400003,ISRC - PMB,PMB,ISRC,Digital,Project,IND,PMBIT-IND-SA,,42.71,23.33,19.38,19.38
1789,2024-25,Q2,03/15/29,SS400224,Software Services - PMB Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,37.78,75.64,37.02,38.62,38.62
1790,2024-25,Q2,03/16/29,SS400250,Software Services - PMB -Trading Test Environment Management,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,12.00,18.08,9.31,8.76,8.76
1791,2024-25,Q2,03/17/29,SS400283,Software Service - PMB-PSM & Epsilon,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,23.00,35.81,23.73,12.08,12.08
1792,2024-25,Q2,03/18/29,CC400050,Customer Care Services - PMB-DC,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,10.00,6.00,3.50,2.49,2.49
1793,2024-25,Q2,03/19/29,CC400051,Customer Care Services - PMB -Helpdesk Operation Service,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,67.53,22.75,28.86,-6.11,-6.11
1794,2024-25,Q2,03/20/29,ST400179,Software Testing-LIB-T&M,LIB,PSG-Non PMB,Digital,Project,IND,PMBIT-IND-SA,98.44,89.03,58.11,30.92,30.92
1795,2024-25,Q2,03/21/29,SS400332,Software Services-PMB -Algo Trading MLOps,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,1.64,0.44,1.21,1.21
1796,2024-25,Q2,03/22/29,SS400336,Software Services-PMB -ExtraNet T&M,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.00,24.56,5.70,18.86,18.86
1797,2024-25,Q2,03/23/29,SS400337,Software Service - PMB-PSM_Managed T&M,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,7.00,-46.55,6.46,-53.01,-53.01
1798,2024-25,Q2,03/24/29,SS400339,Software Service - PMB-Enterprise Applications support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,31.26,58.75,23.80,34.96,34.96
1799,2024-25,Q2,03/25/29,SS400340,Software Service - PMB- Contract Generation AMC Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,8.03,14.37,10.05,4.32,4.32
1800,2024-25,Q2,03/26/29,SS400342,Software Service -PMB -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,15.77,46.25,26.03,20.21,20.21
1801,2024-25,Q2,03/27/29,SS400345,Software Service-PMB-Volume Gen. Onsite Support,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,2.00,3.30,1.71,1.59,1.59
1802,2024-25,Q2,03/28/29,SS400347,Software Service-PMB Indices -Website Mtns & Support,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.80,4.57,4.70,-0.13,-0.13
1803,2024-25,Q2,03/29/29,SS400349,Software Service - PMB - PPMS T&M,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,1.14,,1.14,1.14
1804,2024-25,Q2,03/30/29,SS400350,Software Service - PMB- Document Management System T&M,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,,1.14,,1.14,1.14
1805,2024-25,Q2,03/31/29,SS400354,Software Service-PMB-Log Aggregator & Security Ana.Platform,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,2.00,3.02,1.37,1.64,1.64
1806,2024-25,Q2,04/01/29,SS400355,Software Service-PMB-Central Devops,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,4.00,-23.23,5.25,-28.48,-28.48
1807,2024-25,Q2,04/02/29,SS400046,Software Services - T&M - PMB - Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,171.52,490.73,193.55,297.18,297.18
1808,2024-25,Q2,04/03/29,SS400249,Software Services - PMB IFSC Gift City Trading Development,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,52.32,137.28,53.78,83.50,83.50
1809,2024-25,Q2,04/04/29,SS400303,Software Service -PMB-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,2.00,3.22,2.11,1.11,1.11
1810,2024-25,Q2,04/05/29,ST400176,Software Testing - T&M - PMB - BAT,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,5.00,6.89,3.87,3.03,3.03
1811,2024-25,Q2,04/06/29,ST400204,Software Testing- PMB -Web Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,4.00,6.38,2.12,4.27,4.27
1812,2024-25,Q2,04/07/29,ST400211,Software Testing-PMB -MF Testing,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,2.00,3.46,1.52,1.93,1.93
1813,2024-25,Q2,04/08/29,SS500102,Software Service - PMB - CTCL-CRM Support,PMB,IMS,Digital,Project,IND,PMBIT-IND-SA,-42.00,,-31.49,31.49,31.49
1814,2024-25,Q2,04/09/29,SS500103,Software Service - PMB XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,2.00,3.71,2.08,1.63,1.63
1815,2024-25,Q2,04/10/29,SS500104,Software Service-PMB-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.25,2.33,1.63,0.70,0.70
1816,2024-25,Q2,04/11/29,SS500105,Software Service -PMB-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,1.25,,1.25,1.25
1817,2024-25,Q2,04/12/29,SS500113,Software Service-PMB_IFSC-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.00,-3.40,0.59,-3.99,-3.99
1818,2024-25,Q2,04/13/29,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,-8.00,-14.48,-7.60,-6.88,-6.88
1819,2024-25,Q2,04/14/29,SS400294,Software Service -PMB-IFSC-Website Dev & Mtns,PMB,PSG-PMB,Digital,Project,IND,PMBIT-IND-SA,-17.13,,-18.02,18.02,18.02
1820,2024-25,Q2,04/15/29,SS400306,Software Service -PMB-Website,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,53.00,93.85,58.62,35.23,35.23
1821,2024-25,Q2,04/16/29,SS400308,Software Service -PMB-Data Scientist (Surveillance) ,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,,,0.16,-0.16,-0.16
1822,2024-25,Q2,04/17/29,SS400312,Software Service -PMB-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,-16.00,-27.84,-15.81,-12.03,-12.03
1823,2024-25,Q2,04/18/29,SS400322,Software Services-PMB (BKC)-New Batch ,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,-113.00,12.77,-44.45,57.22,57.22
1824,2024-25,Q2,04/19/29,SS400325,Software Services-PMB DWH PM Office,PMB,Data & Analytics,Digital,Project,IND,PMBIT-IND-SA,1.00,11.19,2.80,8.39,8.39
1825,2024-25,Q2,04/20/29,RP100009,RPA - LIB-Automation Licence,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,,35.19,32.34,2.85,2.85
1826,2024-25,Q2,04/21/29,RP300009,RPA - Automation (24 Process ) - PMB,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,-8.91,-10.00,-6.44,-3.56,-3.56
1827,2024-25,Q2,04/22/29,RP300013,RPA - Automation -LIB,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,8.39,12.54,7.59,4.95,4.95
1828,2024-25,Q2,04/23/29,RP400001,RPA - PMB - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,10.01,9.81,6.94,2.86,2.86
1829,2024-25,Q2,04/24/29,RP400011,RPA - LIB -T&M,LIB,Business Transformation,Digital,Project,IND,PMBIT-IND-SA,5.00,4.25,2.24,2.01,2.01
1830,2024-25,Q2,04/25/29,SS300262,Software Service - PMB- Document Management System,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.60,-0.60,-0.60
1831,2024-25,Q2,04/26/29,SS300271,Software Service - PMB - PPMS,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,0.40,,0.40,0.40
1832,2024-25,Q2,04/27/29,SS300283,Software Services - PMB - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,1.25,2.00,1.13,0.87,0.87
1833,2024-25,Q2,04/28/29,SS300305,Software Service -PMB-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,PMBIT-IND-SA,,,0.60,-0.60,-0.60
